Design_Index,Device_Index,Registers,DSP Elements,Combinational,RAM Elements,Logic Elements,Clock Period,Delay_of_path_max,Delay_of_path_min,Delay_of_path_mean,Delay_of_path_med,signed_add_32,signed_add_64,signed_comp_eq_32,signed_comp_eq_64,signed_multiply_32,signed_comp_eq_mux_32,signed_subtract_32,signed_add_8,signed_comp_eq_8,signed_comp_lt_8,unsigned_comp_lt_8,shift_ll_32,shift_rl_32,altfp_extend_32,altfp_subtract_32,altfp_subtract_64,signed_comp_ogt_64,signed_comp_olt_64,altfp_add_32,altfp_add_64,signed_comp_oeq_32,signed_comp_oeq_64,altfp_multiply_32,altfp_multiply_64,altfp_divide_64,altfp_sitofp_64,altfp_fptosi_32,altfp_divide_32,signed_comp_ogt_32,signed_comp_olt_32,signed_comp_ugt_32,signed_comp_une_32,signed_comp_gt_32,signed_comp_lt_32,altfp_sitofp_32,signed_divide_32,unsigned_divide_32,bitwise_AND_32,bitwise_OR_32,bitwise_XOR_32,unsigned_comp_gt_32,bitwise_AND_64,bitwise_OR_64,shift_ll_64,shift_rl_64,signed_comp_eq_mux_64,signed_comp_lt_64,signed_subtract_64,unsigned_comp_lt_32,unsigned_comp_lt_64,shift_ra_32,signed_multiply_64,signed_modulus_32,bitwise_XOR_64,unsigned_comp_gt_64,unsigned_divide_64,bitwise_OR_16,signed_add_16,signed_comp_eq_16,signed_comp_eq_mux_16,signed_comp_gt_16,signed_comp_gte_32,signed_comp_lt_16,signed_multiply_nodsp_32,signed_subtract_16,signed_comp_gt_8,signed_comp_gt_64,bitwise_XOR_8,altfp_fptosi_64,signed_comp_ole_32,signed_comp_ult_32,signed_comp_eq_mux_8,signed_comp_lte_32,unsigned_comp_lte_64,signed_comp_lte_64,unsigned_comp_lt_16,signed_multiply_nodsp_64,shift_ra_64,signed_divide_64,unsigned_modulus_32,Registers_used,DSP_blocks_used,ALUT_used,RAM_blocks_used,Block_memory_bits_used
120,0,13864,0,6895,5,14531,5,5,0,2.786,3.11,10,6,18,42,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,1,1,9,6,5,13,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2336,0,2756,1,8192
120,0,13864,0,6895,5,14531,2,2,0,1.333,1.63,10,6,18,42,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,1,1,9,6,5,13,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2903,0,2893,1,8192
120,0,13864,0,6895,5,14531,10,10,0,4.637,3.86,10,6,18,42,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,1,1,9,6,5,13,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,0,2506,1,8192
120,0,13864,0,6895,5,14531,20,20,0,6.970333333,3.86,10,6,18,42,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,1,1,9,6,5,13,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,0,2506,1,8192
120,0,13864,0,6895,5,14531,15,15,0,5.803666667,3.86,10,6,18,42,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,1,1,9,6,5,13,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,0,2506,1,8192
120,0,13864,0,6895,5,14531,1,1,0,0.766666667,1,10,6,18,42,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,1,1,9,6,5,13,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2967,0,2944,1,8192
121,0,6158,0,3674,3,6882,5,5,0,2.224,3.66,27,0,2,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,2092,4,544
121,0,6158,0,3674,3,6882,2,2,0,0.9355,1.16,27,0,2,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377,0,2196,4,544
121,0,6158,0,3674,3,6882,10,10,0,3.4545,5.69,27,0,2,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825,0,1937,4,544
121,0,6158,0,3674,3,6882,20,20,0,3.9545,5.69,27,0,2,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825,0,1937,4,544
121,0,6158,0,3674,3,6882,15,15,0,3.7045,5.69,27,0,2,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825,0,1937,4,544
121,0,6158,0,3674,3,6882,1,1,0,0.6,1,27,0,2,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377,0,2196,4,544
123,0,2466,4,1324,3,2653,2,1.16,0,0.292727273,0,27,0,5,0,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,0,1220,384,6291456
123,0,2466,4,1324,3,2653,5,2.19,0,0.292727273,0,27,0,5,0,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,1196,384,6291456
123,0,2466,4,1324,3,2653,20,2.19,0,0.292727273,0,27,0,5,0,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,1186,384,6291456
123,0,2466,4,1324,3,2653,10,2.19,0,0.292727273,0,27,0,5,0,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,1185,384,6291456
123,0,2466,4,1324,3,2653,15,2.19,0,0.292727273,0,27,0,5,0,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,1186,384,6291456
123,0,2466,4,1324,3,2653,1,1,0,0.272727273,0,27,0,5,0,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,0,1236,384,6291456
124,0,3400,0,407,4,2664,2,2,0,0.880588235,1.16,6,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,915,2,3552
124,0,3400,0,407,4,2664,5,4.77,0,1.465882353,1.16,6,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,899,2,3552
124,0,3400,0,407,4,2664,10,5.93,0,1.944705882,2.03,6,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,859,2,3552
124,0,3400,0,407,4,2664,20,5.93,0,1.944705882,2.03,6,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,859,2,3552
124,0,3400,0,407,4,2664,15,5.93,0,1.944705882,2.03,6,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,859,2,3552
124,0,3400,0,407,4,2664,1,1,0,0.647058824,1,6,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,915,2,3552
125,0,33088,82,23293,4,39466,2,3.16,0,1.55775,2,31,18,27,81,1,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,1,1,18,11,5,23,6,8,12,8,0,10,0,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16898,72,17647,5,9377
125,0,33088,82,23293,4,39466,20,20,0,11.141,13.555,31,18,27,81,1,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,1,1,18,11,5,23,6,8,12,8,0,10,0,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14124,72,16007,5,9377
125,0,33088,82,23293,4,39466,5,5,0,3.36575,4.47,31,18,27,81,1,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,1,1,18,11,5,23,6,8,12,8,0,10,0,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14779,72,16307,5,9377
125,0,33088,82,23293,4,39466,10,10,0,6.141,8.555,31,18,27,81,1,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,1,1,18,11,5,23,6,8,12,8,0,10,0,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14124,72,16007,5,9377
125,0,33088,82,23293,4,39466,15,15,0,8.641,11.055,31,18,27,81,1,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,1,1,18,11,5,23,6,8,12,8,0,10,0,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14124,72,16007,5,9377
125,0,33088,82,23293,4,39466,1,2,0,0.875,1,31,18,27,81,1,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,1,1,18,11,5,23,6,8,12,8,0,10,0,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17356,72,17782,5,9377
126,0,10130,0,13536,7,16566,2,2,0,1,1,15,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083,0,5825,18,27034
126,0,10130,0,13536,7,16566,10,10,0,4.7095,2.095,15,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,0,5599,18,27034
126,0,10130,0,13536,7,16566,20,20,0,9.2095,2.095,15,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,0,5599,18,27034
126,0,10130,0,13536,7,16566,5,5,0,2.4595,2.095,15,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,0,5599,18,27034
126,0,10130,0,13536,7,16566,1,1,0,0.5,0.5,15,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6477,0,6100,18,27034
126,0,10130,0,13536,7,16566,15,15,0,6.9595,2.095,15,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,0,5599,18,27034
127,0,8274,16,1713,6,6990,5,4.79,1.16,2.41,2.19,19,0,13,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,15,2185,2,3616
127,0,8274,16,1713,6,6990,10,4.79,1.16,2.41,2.19,19,0,13,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,15,2185,2,3616
127,0,8274,16,1713,6,6990,20,4.79,1.16,2.41,2.19,19,0,13,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,15,2185,2,3616
127,0,8274,16,1713,6,6990,2,2,1.03,1.3305,1.16,19,0,13,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,15,2093,2,3616
127,0,8274,16,1713,6,6990,1,1,1,1,1,19,0,13,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,15,2093,2,3616
127,0,8274,16,1713,6,6990,15,4.79,1.16,2.41,2.19,19,0,13,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,15,2185,2,3616
128,0,41501,0,13577,101,38554,10,10,3.35,7.105333333,8.625,263,2,155,1,128,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12505,115,15775,4,17440
128,0,41501,0,13577,101,38554,2,3.16,1.16,1.806333333,2,263,2,155,1,128,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16055,115,18235,4,17440
128,0,41501,0,13577,101,38554,20,20,3.35,12.80766667,17.08,263,2,155,1,128,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12269,115,15419,4,17440
128,0,41501,0,13577,101,38554,5,5,3.35,4.265333333,4.59,263,2,155,1,128,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13031,115,15759,4,17440
128,0,41501,0,13577,101,38554,15,15,3.35,10.62433333,13.65,263,2,155,1,128,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12338,115,15215,4,17440
128,0,41501,0,13577,101,38554,1,2,1,1.066666667,1,263,2,155,1,128,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16055,115,18235,4,17440
129,0,20878,2,18607,12,27639,20,21.16,0,6.9942,3.955,39,0,41,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13169,0,13150,32,37618
129,0,20878,2,18607,12,27639,10,11.16,0,4.582,3.955,39,0,41,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13374,0,13392,32,37618
129,0,20878,2,18607,12,27639,5,6.16,0,2.6554,3.91,39,0,41,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13632,0,13447,32,37618
129,0,20878,2,18607,12,27639,2,3.16,0,1.1984,2,39,0,41,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14521,0,13928,32,37618
129,0,20878,2,18607,12,27639,15,16.16,0,5.8942,3.955,39,0,41,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13169,0,13150,32,37618
129,0,20878,2,18607,12,27639,1,2,0,0.62,1,39,0,41,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15029,0,14667,32,37618
131,0,11758,2,6459,8,12751,2,2,1.03,1.54325,1.665,64,2,16,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,4,17,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10242,0,9696,46,266764
131,0,11758,2,6459,8,12751,5,5,1.16,3.16375,3.19,64,2,16,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,4,17,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8944,0,9126,46,266764
131,0,11758,2,6459,8,12751,10,10,1.16,4.04125,3.44,64,2,16,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,4,17,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8813,0,9037,46,266764
131,0,11758,2,6459,8,12751,20,20,1.16,5.29125,3.44,64,2,16,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,4,17,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8813,0,9037,46,266764
131,0,11758,2,6459,8,12751,15,15,1.16,4.66625,3.44,64,2,16,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,4,17,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8813,0,9037,46,266764
131,0,11758,2,6459,8,12751,1,1,1,1,1,64,2,16,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,4,17,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11194,0,10436,46,266764
132,0,16028,102,7943,7,16779,5,4.01,2.19,3.263,3.26,102,2,16,1,51,2,4,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,12,4,0,7,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4329,49,5042,6,12192
132,0,16028,102,7943,7,16779,10,6.76,2.19,4.2945,4.185,102,2,16,1,51,2,4,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,12,4,0,7,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4262,49,5059,6,12192
132,0,16028,102,7943,7,16779,2,3.16,1.16,2.24,2.56,102,2,16,1,51,2,4,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,12,4,0,7,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5613,49,5826,6,12192
